ti_id	ti_d	ti_my	ti_y	ti_f	a1_	a1_name	a1_country	a1_knowngroup	a1_ethnic	a1_religion1	a1_religion2	a1_type1	a1_type2	a1_type3	a2_	a2_name	a2_country	a2_knowngroup	a2_ethnic	a2_religion1	a2_religion2	a2_type1	a2_type2	a2_type3	ac_isrootevent	ac_event	ac_eventbase	ac_eventroot	ac_quadclass	ac_goldsteinscale	ac_nummentions	ac_numsources	ac_numarticles	ac_avgtone	a1_geo_type	a1_geo_fullname	a1_geo_country	a1_geo_adm1	a1_geo_lat	a1_geo_long	a1_geo_featureid	a2_geo_type	a2_geo_fullname	a2_geo_country	a2_geo_adm1	a2_geo_lat	a2_geo_long	a2_geo_featureid	ac_geo_type	ac_geo_fullname	ac_geo_country	ac_geo_adm1	ac_geo_lat	ac_geo_long	ac_geo_featureid	da_dateadded	da_sourceurl
296480153	2013-05-08 00:00:00	201305	2013	2013.3507	CHNGOV	CHINA	CHN					GOV			CHN	CANTON	CHN								0	13	13	1	1	0.4	4	1	4	2.65151515152	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140508	http://www.cantondailyledger.com/article/20140508/NEWS/140509345/10082/NEWS
296480154	2013-05-08 00:00:00	201305	2013	2013.3507	CHNGOV	CHINA	CHN					GOV			CHN	CANTON	CHN								0	14	14	1	1	0.0	2	1	2	2.65151515152	1	China	CH	CH	35.0	105.0	CH	3	Lewistown, Illinois, United States	US	USIL	40.3931	-90.1548	424186	1	China	CH	CH	35.0	105.0	CH	20140508	http://www.cantondailyledger.com/article/20140508/NEWS/140509345/10082/NEWS
296480155	2013-05-08 00:00:00	201305	2013	2013.3507	CHNGOV	CHINA	CHN					GOV			CHN	CANTON	CHN								0	14	14	1	1	0.0	2	1	2	2.65151515152	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140508	http://www.cantondailyledger.com/article/20140508/NEWS/140509345/10082/NEWS
296480156	2013-05-08 00:00:00	201305	2013	2013.3507	CHNGOV	CHINA	CHN					GOV			CHN	CHINESE	CHN								1	36	36	3	1	4.0	2	1	2	2.48138957816	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140508	http://tvnz.co.nz/politics-news/govt-tackled-over-dealings-wealthy-chinese-businessman-5966850
296480157	2013-05-08 00:00:00	201305	2013	2013.3507	CHNGOV	CHINESE	CHN					GOV			CHN	CHINESE	CHN								0	71	71	7	2	7.4	3	1	3	1.83006535948	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140508	http://www.ibtimes.com/partnership-between-china-latin-america-paying-1581710
296481644	2014-04-08 00:00:00	201404	2014	2014.2685	CHNBUS	ZHEJIANG	CHN					BUS			CHN	CHINA	CHN								0	100	100	10	3	-5.0	2	1	2	1.93905817175	4	Hangzhou, Zhejiang, China	CH	CH02	30.2553	120.169	-1908366	4	Zhang Lin, Guangdong, China	CH	CH30	23.571	116.821	-1938267	4	Zhang Lin, Guangdong, China	CH	CH30	23.571	116.821	-1938267	20140508	http://finance.yahoo.com/news/china-april-trade-unexpectedly-rises-025217293.html
296483033	2014-05-01 00:00:00	201405	2014	2014.3315	CHN	CHINESE	CHN								CHNGOV	CHINA	CHN					GOV			1	1383	138	13	3	-7.0	2	1	2	0.0	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140508	http://www.techsonia.com/chinese-police-kills-attacker-wielding-knives-and-explosives/196380/
296484287	2014-05-07 00:00:00	201405	2014	2014.3479	CHN	CHINA	CHN								CHNBUS	CHINA	CHN					BUS			1	46	46	4	1	7.0	1	1	1	0.977995110024	4	Taipei, T'ai-pei, Taiwan	TW	TW03	25.0478	121.532	-2637882	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140508	http://www.taipeitimes.com/News/biz/archives/2014/05/09/2003589885
296484288	2014-05-07 00:00:00	201405	2014	2014.3479	CHN	CHINA	CHN								CHNBUS	CHINESE	CHN					BUS			1	46	46	4	1	7.0	4	1	4	0.977995110024	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140508	http://www.taipeitimes.com/News/biz/archives/2014/05/09/2003589885
296484289	2014-05-07 00:00:00	201405	2014	2014.3479	CHN	CHINA	CHN								CHNBUS	CHINA	CHN					BUS			1	172	172	17	4	-5.0	1	1	1	0.977995110024	4	Taipei, T'ai-pei, Taiwan	TW	TW03	25.0478	121.532	-2637882	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140508	http://www.taipeitimes.com/News/biz/archives/2014/05/09/2003589885
296484317	2014-05-07 00:00:00	201405	2014	2014.3479	CHNBUS	CHINA	CHN					BUS			CHN	CHINA	CHN								1	46	46	4	1	7.0	1	1	1	0.977995110024	1	China	CH	CH	35.0	105.0	CH	4	Taipei, T'ai-pei, Taiwan	TW	TW03	25.0478	121.532	-2637882	1	China	CH	CH	35.0	105.0	CH	20140508	http://www.taipeitimes.com/News/biz/archives/2014/05/09/2003589885
296484318	2014-05-07 00:00:00	201405	2014	2014.3479	CHNBUS	CHINESE	CHN					BUS			CHN	CHINA	CHN								1	46	46	4	1	7.0	4	1	4	0.977995110024	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140508	http://www.taipeitimes.com/News/biz/archives/2014/05/09/2003589885
296484319	2014-05-07 00:00:00	201405	2014	2014.3479	CHNBUS	CHINA	CHN					BUS			CHN	CHINESE	CHN								1	172	172	17	4	-5.0	2	1	2	0.977995110024	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140508	http://www.taipeitimes.com/News/biz/archives/2014/05/09/2003589885
296484320	2014-05-07 00:00:00	201405	2014	2014.3479	CHNBUS	CHINESE	CHN					BUS			CHNBUS	CHINA	CHN					BUS			1	46	46	4	1	7.0	6	1	3	0.977995110024	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140508	http://www.taipeitimes.com/News/biz/archives/2014/05/09/2003589885
296484321	2014-05-07 00:00:00	201405	2014	2014.3479	CHNBUS	CHINA	CHN					BUS			CHNBUS	CHINESE	CHN					BUS			1	172	172	17	4	-5.0	3	1	3	0.977995110024	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140508	http://www.taipeitimes.com/News/biz/archives/2014/05/09/2003589885
296484323	2014-05-07 00:00:00	201405	2014	2014.3479	CHNGOV	CHINA	CHN					GOV			CHN	CHINESE	CHN								0	84	84	8	2	7.0	7	1	7	1.62774239207	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Manila, Manila, Philippines	RP	RPD9	14.6042	120.982	-2437894	20140508	Multiple Sources/BBC Monitoring/(c) BBC
296512093	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINESE	CHN								CHNBUS	CHINA	CHN					BUS			1	10	10	1	1	0.0	4	1	4	1.75438596491	4	Hoang Thach, Vietnam (general), Vietnam, Republic Of	VM	VM00	21.0333	106.583	-3715448	4	Hoang Thach, Vietnam (general), Vietnam, Republic Of	VM	VM00	21.0333	106.583	-3715448	4	Hoang Thach, Vietnam (general), Vietnam, Republic Of	VM	VM00	21.0333	106.583	-3715448	20140508	http://blogs.barrons.com/emergingmarketsdaily/2014/05/08/vietnam-clashes-with-china-plunges-bargain-hunting/?mod=google_news_blog
296512094	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINESE	CHN								CHNBUS	CHINA	CHN					BUS			1	22	22	2	1	3.2	2	1	2	2.45398773006	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140508	http://www.tweaktown.com/news/37562/central-bank-in-china-warns-banks-of-bitcoin-risks/index.html&c=S4Fo91zWtYkV1C_-uuX9cTjBTAJxFa_yX61xzuayNLM&mkt=en-us/index.html
296512095	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINESE	CHN								CHNBUS	CHINA	CHN					BUS			1	311	31	3	1	5.2	4	1	4	2.53164556962	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	9.08333	7.53333	-1997013	20140508	http://www.vanguardngr.com/2014/05/wef-chinese-investors-offer-fmbn-4bn-mortgage-fund/
296512096	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINESE	CHN								CHNBUS	CHINA	CHN					BUS			1	40	40	4	1	1.0	2	1	2	2.78637770898	4	Sahiwal, Punjab, Pakistan	PK	PK04	31.9745	72.3309	-2773040	4	Sahiwal, Punjab, Pakistan	PK	PK04	31.9745	72.3309	-2773040	4	Sahiwal, Punjab, Pakistan	PK	PK04	31.9745	72.3309	-2773040	20140508	http://www.thenews.com.pk/Todays-News-5-248733-Chinese-company-VP,-Shahbaz-discuss-diverse-trade-deals
296512097	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	SHANGHAI	CHN								CHNBUS	CHINESE	CHN					BUS			1	46	46	4	1	7.0	18	4	18	1.08435893365	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20140508	http://www.brecorder.com/business-a-finance/banking-a-finance/171400.html
296512098	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	SHANGHAI	CHN								CHNBUS	CHINESE	CHN					BUS			1	46	46	4	1	7.0	40	5	40	0.804464783445	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140508	http://www.thehimalayantimes.com/fullNews.php?headline=ICBC+bars+bitcoin%26sbquo%3B+litecoin+services&NewsID=414246
296512099	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINA	CHN								CHNBUS	CHINA	CHN					BUS			1	46	46	4	1	7.0	2	1	2	1.9801980198	1	Malaysia	MY	MY	2.5	112.5	MY	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20140508	http://www.freemalaysiatoday.com/category/business/2014/05/08/chinas-largest-bank-bars-bitcoin-trading/
296512100	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	SHANGHAI	CHN								CHNBUS	CHINA	CHN					BUS			1	46	46	4	1	7.0	4	1	4	0.0	1	Nepal	NP	NP	28.0	84.0	NP	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140508	http://www.thehimalayantimes.com/fullNews.php?headline=ICBC+bars+bitcoin%26sbquo%3B+litecoin+services&NewsID=414246
296512101	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINA	CHN								CHNBUS	CHINA	CHN					BUS			0	51	51	5	1	3.4	3	1	3	1.83387270766	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20140508	http://www.vancouversun.com/business/affordability/East+Asian+demand+poor+commercial+catch+pushing/9816881/story.html
296512102	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINA	CHN								CHNBUS	CHINA	CHN					BUS			0	51	51	5	1	3.4	2	2	2	1.83069400074	3	Dungeness, Washington, United States	US	USWA	48.1468	-123.123	1512162	3	Dungeness, Washington, United States	US	USWA	48.1468	-123.123	1512162	3	Dungeness, Washington, United States	US	USWA	48.1468	-123.123	1512162	20140508	http://www.timescolonist.com/customers-crabby-over-high-price-of-seafood-1.1052416
296512103	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	BEIJING	CHN								CHNBUS	CHINA	CHN					BUS			1	71	71	7	2	7.4	16	2	16	0.789473684211	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140508	http://www.menafn.com/48f1c46f-4fc2-4936-9bdf-750ab688ed1a/Q1-Newlyestablished-Foreign-Companies-Dropped-25
296512104	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINESE	CHN								CHNBUS	CHINA	CHN					BUS			1	71	71	7	2	7.4	4	1	4	2.53164556962	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	9.08333	7.53333	-1997013	20140508	http://www.vanguardngr.com/2014/05/wef-chinese-investors-offer-fmbn-4bn-mortgage-fund/
296512105	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINA	CHN								CHNBUS	CHINA	CHN					BUS			1	71	71	7	2	7.4	2	1	2	2.10526315789	1	United States	US	US	38.0	-97.0	US	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	1	United States	US	US	38.0	-97.0	US	20140508	http://www.aikenstandard.com/article/20140507/AIK0106/140509523/1013/AIK0106/china-s-alibaba-seeks-blockbuster-ipo-in-usa&c=nb23vvtCTz1h3M3-NqS7LJEqI9qELop9uf1fZcpxjxk&mkt=en-us
296512106	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	SHANGHAI	CHN								CHNBUS	CHINESE	CHN					BUS			1	172	172	17	4	-5.0	24	3	24	1.08317458836	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20140508	http://www.brecorder.com/business-a-finance/banking-a-finance/171400.html
296512107	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	SHANGHAI	CHN								CHNBUS	CHINESE	CHN					BUS			1	172	172	17	4	-5.0	66	4	66	0.703559225867	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140508	http://www.thehimalayantimes.com/fullNews.php?headline=ICBC+bars+bitcoin%26sbquo%3B+litecoin+services&NewsID=414246
296512108	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	SHANGHAI	CHN								CHNBUS	CHINA	CHN					BUS			1	172	172	17	4	-5.0	4	1	4	1.9801980198	1	Malaysia	MY	MY	2.5	112.5	MY	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20140508	http://www.freemalaysiatoday.com/category/business/2014/05/08/chinas-largest-bank-bars-bitcoin-trading/
296512109	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINA	CHN								CHNCOP	CHINA	CHN					COP			1	10	10	1	1	0.0	1	1	1	0.348432055749	4	Guangdong, Jilin, China	CH	CH05	42.7683	129.336	10884162	4	Guangdong, Jilin, China	CH	CH05	42.7683	129.336	10884162	4	Guangdong, Jilin, China	CH	CH05	42.7683	129.336	10884162	20140508	http://www.chinatopix.com/articles/2192/20140508/seventy-year-old-woman-gao-yu-charged.htm
296512110	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINESE	CHN								CHNCOP	CHINA	CHN					COP			1	10	10	1	1	0.0	2	1	2	2.30769230769	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140508	http://www.bernama.com.my/bernama/v7/ge/newsgeneral.php?id=1036901
296512111	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINA	CHN								CHNCOP	CHINA	CHN					COP			1	14	14	1	1	0.0	4	2	4	1.25727416771	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	21.0333	105.85	-3714993	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140508	http://www.bloomberg.com/news/2014-05-08/china-accuses-vietnam-of-ramming-ships-near-rig-in-disputed-seas.html
296512112	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINESE	CHN								CHNCOP	CHINA	CHN					COP			0	73	73	7	2	7.4	8	2	8	1.81145921078	4	Zhang Cheng, Hubei, China	CH	CH12	29.9826	115.902	11007794	4	Zhang Cheng, Hubei, China	CH	CH12	29.9826	115.902	11007794	4	Zhang Cheng, Hubei, China	CH	CH12	29.9826	115.902	11007794	20140508	http://www.wienerzeitung.at/nachrichten/english_news/628732_Desperate-Mum-Offers-Herself-As-Bride-To-River-God.html
296512113	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINA	CHN								CHNCOP	CHINA	CHN					COP			1	173	173	17	4	-5.0	2	1	2	0.0	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140508	http://www.omantribune.com/index.php?page=news&id=167256&heading=Asia
296512114	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINA	CHN								CHNCOP	BEIJING	CHN					COP			1	173	173	17	4	-5.0	16	2	16	0.0	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	20140508	http://www.omantribune.com/index.php?page=news&id=167256&heading=Asia
296512115	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINA	CHN								CHNCOP	CHINA	CHN					COP			1	173	173	17	4	-5.0	2	1	2	0.0	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	27.7481	116.274	11065838	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140508	http://www.news24.com/World/News/Police-shoot-man-dead-in-Chinas-Xinjiang-20140508
296512116	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINESE	CHN								CHNCOP	CHINA	CHN					COP			0	181	181	18	4	-9.0	4	2	4	1.81145921078	4	Zhang Cheng, Hubei, China	CH	CH12	29.9826	115.902	11007794	4	Zhang Cheng, Hubei, China	CH	CH12	29.9826	115.902	11007794	4	Zhang Cheng, Hubei, China	CH	CH12	29.9826	115.902	11007794	20140508	http://www.wienerzeitung.at/nachrichten/english_news/628732_Desperate-Mum-Offers-Herself-As-Bride-To-River-God.html
296512117	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	BEIJING	CHN								CHNCOP	CHINA	CHN					COP			1	193	193	19	4	-10.0	8	2	8	0.0	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140508	http://www.omantribune.com/index.php?page=news&id=167256&heading=Asia
296512118	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	GREAT WALL	CHN								CHNCRM	CHINA	CHN					CRM			1	100	100	10	3	-5.0	4	1	4	4.69483568075	4	Great Wall, China (general), China	CH	CH00	39.9667	119.8	-1930117	4	Great Wall, China (general), China	CH	CH00	39.9667	119.8	-1930117	4	Great Wall, China (general), China	CH	CH00	39.9667	119.8	-1930117	20140508	http://www.themalaymailonline.com/drive/article/great-wall-dealers-told-to-stop-taking-orders-for-latest-suv
296512119	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINA	CHN								CHNCVL	CHINA	CHN					CVL			1	14	14	1	1	0.0	2	1	2	2.30769230769	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	20140508	http://www.bernama.com.my/bernama/v7/ge/newsgeneral.php?id=1036901
296512120	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINA	CHN								CHNCVL	CHINA	CHN					CVL			0	17	17	1	1	0.0	5	1	5	3.28789093825	2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	20140508	http://www.wealthdaily.com/articles/chinas-e-commerce-revolution/5155
296512121	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINESE	CHN								CHNCVL	CHINESE	CHN					CVL			1	43	43	4	1	2.8	5	1	5	6.29067245119	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140508	http://www.shanghaidaily.com/article/article_xinhua.aspx?id=217272
296512122	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINESE	CHN								CHNCVL	CHINA	CHN					CVL			0	51	51	5	1	3.4	4	1	4	1.13314447592	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140508	http://www.phayul.com/news/article.aspx?id=34862&article=Tibetan+man+kills+self+in+mining+protest+in+Chamdo&t=1&c=1
296512123	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINESE	CHN								CHNCVL	CHINA	CHN					CVL			0	181	181	18	4	-9.0	2	2	2	1.94755220657	1	China	CH	CH	35.0	105.0	CH	1	China	CH	CH	35.0	105.0	CH	4	Semporna, Sabah, Malaysia	MY	MY16	4.48178	118.611	-2404493	20140508	http://www.malaysia-chronicle.com/index.php?option=com_k2&view=item&id=278182:incompetent-esscom-must-go-chinese-groups-fear-for-sabahs-economy-if-security-not-improved&Itemid=2
296512124	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINESE	CHN								CHNCVL	CHINA	CHN					CVL			0	181	181	18	4	-9.0	2	2	2	1.94755220657	1	Philippines	RP	RP	13.0	122.0	RP	1	Philippines	RP	RP	13.0	122.0	RP	1	Philippines	RP	RP	13.0	122.0	RP	20140508	http://www.malaysia-chronicle.com/index.php?option=com_k2&view=item&id=278182:incompetent-esscom-must-go-chinese-groups-fear-for-sabahs-economy-if-security-not-improved&Itemid=2
296512125	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINESE	CHN								CHNCVL	CHINA	CHN					CVL			1	190	190	19	4	-10.0	6	2	6	1.44687961037	4	Paris, RhôAlpes, France	FR	FRB9	45.6333	5.73333	-1445327	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140508	http://odishasuntimes.com/52187/chinese-police-patrol-paris-help-tourists/
296512126	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINESE	CHN								CHNCVL	CHINA	CHN					CVL			1	190	190	19	4	-10.0	6	2	6	1.50125313283	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140508	http://news.oneindia.in/international/chinese-police-to-patrol-in-paris-to-help-tourists-1443723.html
296512127	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINESE	CHN								CHNCVL	CHINA	CHN					CVL			1	190	190	19	4	-10.0	2	1	2	0.0	4	Tang Lu, Xizang, China	CH	CH14	32.001	89.701	11324224	1	United Kingdom	UK	UK	54.0	-2.0	UK	1	United Kingdom	UK	UK	54.0	-2.0	UK	20140508	http://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11251998
296512128	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINA	CHN								CHNEDU	NANJING	CHN					EDU			1	43	43	4	1	2.8	6	1	6	2.83975659229	4	Nanjing, Jiangsu, China	CH	CH04	32.0617	118.778	-1919548	4	Nanjing, Jiangsu, China	CH	CH04	32.0617	118.778	-1919548	4	Nanjing, Jiangsu, China	CH	CH04	32.0617	118.778	-1919548	20140508	http://www.oxfordamerican.org/articles/2014/may/08/eyes-south-tracy-fish-tim-hodge/
296512129	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	BEIJING	CHN								CHNEDU	CHINESE	CHN					EDU			1	50	50	5	1	3.5	4	1	4	2.33644859813	1	Hong Kong	HK	HK	22.25	114.167	HK	4	Peking, Beijing, China	CH	CH22	39.9289	116.388	-1898541	1	Hong Kong	HK	HK	22.25	114.167	HK	20140508	http://ajw.asahi.com/article/asia/china/AJ201405080041
296512130	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	BEIJING	CHN								CHNEDU	CHINA	CHN					EDU			1	50	50	5	1	3.5	2	1	2	2.33644859813	1	Hong Kong	HK	HK	22.25	114.167	HK	4	Kyoto, Kyoto, Japan	JA	JA22	35.0	135.75	-235402	1	Hong Kong	HK	HK	22.25	114.167	HK	20140508	http://ajw.asahi.com/article/asia/china/AJ201405080041
296512131	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINESE	CHN								CHNEDU	CHINA	CHN					EDU			1	90	90	9	2	-2.0	2	1	2	1.20481927711	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140508	http://www.psmag.com/navigation/books-and-culture/two-cultures-china-western-interdependence-individualistic-independent-81078/
296512132	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	CHINA	CHN								CHNEDU	CHINA	CHN					EDU			1	90	90	9	2	-2.0	4	1	4	3.46020761246	4	Xiao Liu, Jiangxi, China	CH	CH03	29.2656	114.51	11072997	4	Xiao Liu, Jiangxi, China	CH	CH03	29.2656	114.51	11072997	4	Xiao Liu, Jiangxi, China	CH	CH03	29.2656	114.51	11072997	20140508	http://china.usc.edu/(X(1)A(sB5s1R2hzwEkAAAAY2I1MTZmOTQtYTllNS00ZWI0LWFlZDctNDkzMTI0Y2Q1MzRjSMJZQiARFxRzlfiJXIlGlJXpn0Y1)S(o4wux0qpq2rtaxvws2n3cu55))/ShowEvent.aspx?EventID=4991
296512133	2014-05-08 00:00:00	201405	2014	2014.3507	CHN	BEIJING	CHN								CHNGOV	CHINA	CHN					GOV			1	10	10	1	1	0.0	24	8	24	1.50608815431	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20140508	http://www.voanews.com/content/china-downplays-dispute-with-vietnam-in-south-china-sea/1910838.html/RK=0
